0.67,4.95
1.80,13.03
3.71,26.50
5.58,39.52
7.57,53.08
10.09,69.87
12.56,85.57
15.06,100.69
20.05,128.79
25.03,153.78
30.01,175.54
35.03,194.21
40.00,209.38
45.02,223.30
49.99,232.76
55.02,241.90
59.99,249.19
64.91,254.68
69.90,257.94
74.90,262.40
79.89,264.53
